scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Oenanthe oenanthe,BN10095,Traquet motteux,Northern Wheatear,1,1.0,0.751,mixed,0.24 0.22 0.22 0.24 0.28 0.32 0.40 0.52 0.69 0.82 0.88 0.89 0.92 0.96 0.98 0.98 1.00 0.99 0.96 0.90 0.89 0.89 0.89 0.89 0.88 0.88 0.89 0.89 0.90 0.91 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 0.99 0.92 0.81 0.67 0.59 0.47 0.36 0.32 0.28 0.25
Turdus pilaris,BN15466,Grive litorne,Fieldfare,1,0.984,0.75,resident,0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.86 0.87 0.87 0.88 0.91 0.89 0.87 0.85 0.79 0.71 0.65 0.60 0.54 0.53 0.53 0.51 0.51 0.50 0.50 0.49 0.49 0.51 0.52 0.53 0.56 0.57 0.60 0.65 0.74 0.85 0.91 0.97 0.98 0.94 0.93 0.93 0.90 0.88 0.88 0.88 0.87
Galerida cristata,BN05770,Cochevis huppé,Crested Lark,1,0.783,0.747,resident,0.77 0.77 0.76 0.76 0.76 0.76 0.76 0.75 0.75 0.75 0.75 0.76 0.76 0.77 0.77 0.78 0.78 0.78 0.77 0.76 0.76 0.76 0.75 0.74 0.73 0.72 0.72 0.72 0.71 0.72 0.72 0.72 0.72 0.71 0.72 0.72 0.72 0.73 0.74 0.74 0.74 0.75 0.75 0.76 0.76 0.76 0.76 0.76
Phylloscopus trochilus,BN11390,Pouillot fitis,Willow Warbler,1,1.0,0.743,mixed,0.19 0.18 0.17 0.19 0.22 0.29 0.38 0.54 0.77 0.85 0.88 0.89 0.93 0.98 0.98 0.99 1.00 0.97 0.91 0.90 0.89 0.88 0.88 0.87 0.87 0.87 0.91 0.91 0.93 0.98 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 0.97 0.89 0.86 0.75 0.61 0.43 0.31 0.24 0.21 0.20
Thinornis dubius,BN14952,Pluvier petit-gravelot,Little Ringed Plover,1,0.977,0.737,mixed,0.42 0.42 0.42 0.43 0.47 0.50 0.56 0.64 0.73 0.80 0.83 0.87 0.88 0.88 0.89 0.89 0.90 0.89 0.89 0.88 0.88 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.89 0.96 0.96 0.98 0.89 0.87 0.85 0.83 0.77 0.69 0.61 0.56 0.53 0.48 0.42 0.41 0.40 0.41
Corvus cornix,BN03726,Corneille mantelée,Hooded Crow,1,0.859,0.736,resident,0.82 0.82 0.81 0.81 0.81 0.80 0.79 0.79 0.78 0.78 0.77 0.78 0.76 0.76 0.73 0.71 0.70 0.69 0.70 0.67 0.64 0.62 0.61 0.62 0.59 0.59 0.59 0.59 0.62 0.63 0.64 0.66 0.66 0.68 0.70 0.72 0.76 0.78 0.81 0.83 0.86 0.85 0.86 0.83 0.83 0.82 0.82 0.82
Aix galericulata,BN00352,Canard mandarin,Mandarin Duck,1,0.781,0.733,resident,0.77 0.77 0.77 0.77 0.77 0.76 0.76 0.76 0.76 0.76 0.77 0.77 0.77 0.77 0.77 0.76 0.75 0.74 0.72 0.69 0.65 0.65 0.65 0.64 0.63 0.63 0.63 0.63 0.65 0.67 0.68 0.70 0.72 0.73 0.74 0.75 0.76 0.77 0.77 0.78 0.78 0.78 0.77 0.77 0.77 0.77 0.77 0.77
Rana temporaria,BN13049,Grenouille rousse,European Common Frog,0,0.751,0.729,resident,0.68 0.68 0.68 0.68 0.69 0.70 0.70 0.72 0.73 0.74 0.75 0.75 0.75 0.75 0.75 0.75 0.74 0.74 0.74 0.74 0.74 0.74 0.74 0.74 0.74 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.74 0.75 0.75 0.75 0.75 0.74 0.73 0.73 0.72 0.71 0.70 0.69 0.69 0.69 0.68
Bufo bufo,BN01969,Crapaud commun,European Toad,0,0.825,0.727,resident,0.65 0.66 0.66 0.66 0.66 0.68 0.69 0.71 0.73 0.73 0.74 0.75 0.75 0.75 0.76 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.75 0.76 0.76 0.76 0.77 0.76 0.76 0.76 0.76 0.76 0.76 0.75 0.76 0.76 0.83 0.75 0.74 0.73 0.72 0.71 0.69 0.67 0.66 0.66 0.65 0.65
Tringa erythropus,BN15261,Chevalier arlequin,Spotted Redshank,1,0.828,0.726,resident,0.67 0.65 0.64 0.63 0.62 0.62 0.62 0.64 0.68 0.71 0.76 0.79 0.81 0.81 0.81 0.81 0.80 0.78 0.74 0.69 0.66 0.63 0.62 0.63 0.64 0.65 0.67 0.71 0.74 0.77 0.79 0.80 0.82 0.82 0.83 0.83 0.82 0.82 0.81 0.81 0.79 0.75 0.73 0.71 0.69 0.68 0.67 0.66
Cervus elaphus,BN02678,Cerf élaphe,Red Deer,0,0.747,0.722,resident,0.72 0.73 0.73 0.72 0.73 0.73 0.73 0.73 0.74 0.74 0.74 0.75 0.74 0.73 0.73 0.72 0.71 0.70 0.71 0.70 0.69 0.69 0.69 0.69 0.69 0.69 0.69 0.70 0.72 0.73 0.73 0.73 0.73 0.73 0.73 0.73 0.74 0.74 0.74 0.74 0.74 0.73 0.73 0.72 0.71 0.72 0.72 0.71
Cisticola juncidis,BN03290,Cisticole des joncs,Zitting Cisticola,1,0.797,0.719,resident,0.68 0.67 0.67 0.67 0.66 0.66 0.65 0.65 0.65 0.66 0.69 0.70 0.73 0.75 0.76 0.77 0.79 0.80 0.78 0.77 0.77 0.77 0.76 0.75 0.75 0.75 0.75 0.75 0.74 0.74 0.74 0.74 0.73 0.73 0.72 0.72 0.71 0.71 0.71 0.72 0.72 0.71 0.71 0.70 0.70 0.69 0.69 0.68
Pluvialis apricaria,BN11796,Pluvier doré,European Golden Plover,1,0.943,0.717,mixed,0.86 0.87 0.91 0.91 0.86 0.88 0.86 0.86 0.86 0.85 0.86 0.86 0.85 0.82 0.76 0.65 0.61 0.55 0.47 0.38 0.33 0.31 0.30 0.31 0.31 0.32 0.36 0.43 0.49 0.57 0.65 0.71 0.76 0.83 0.84 0.85 0.85 0.90 0.94 0.91 0.88 0.88 0.87 0.86 0.85 0.86 0.86 0.86
Phoenicurus phoenicurus,BN11204,Rougequeue à front blanc,Common Redstart,1,1.0,0.71,summer,0.15 0.13 0.13 0.13 0.15 0.18 0.23 0.35 0.58 0.77 0.85 0.88 0.91 0.96 0.96 0.97 0.99 0.95 0.94 0.90 0.89 0.89 0.88 0.88 0.87 0.88 0.88 0.88 0.89 0.90 0.94 1.00 1.00 1.00 1.00 1.00 1.00 1.00 1.00 0.93 0.86 0.71 0.54 0.38 0.25 0.19 0.16 0.15
Spatula querquedula,BN14036,Sarcelle d'été,Garganey,1,0.893,0.71,resident,0.40 0.41 0.43 0.46 0.51 0.55 0.62 0.70 0.76 0.80 0.85 0.88 0.89 0.89 0.89 0.88 0.88 0.88 0.85 0.81 0.77 0.74 0.72 0.70 0.71 0.72 0.74 0.75 0.79 0.82 0.84 0.86 0.86 0.85 0.85 0.85 0.83 0.81 0.79 0.77 0.66 0.59 0.54 0.49 0.44 0.41 0.40 0.41
Falco columbarius,BN05536,Faucon émerillon,Merlin,1,0.973,0.71,mixed,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.86 0.87 0.87 0.88 0.88 0.90 0.88 0.85 0.80 0.73 0.60 0.49 0.37 0.29 0.24 0.21 0.21 0.20 0.21 0.23 0.28 0.33 0.39 0.47 0.63 0.74 0.79 0.88 0.92 0.94 0.95 0.97 0.95 0.93 0.92 0.92 0.89 0.88 0.88 0.88 0.88
Recurvirostra avosetta,BN13115,Avocette élégante,Pied Avocet,1,0.837,0.705,resident,0.65 0.66 0.66 0.66 0.66 0.66 0.67 0.69 0.72 0.74 0.78 0.82 0.84 0.83 0.83 0.82 0.81 0.79 0.76 0.71 0.69 0.68 0.66 0.66 0.65 0.65 0.66 0.68 0.68 0.70 0.71 0.72 0.73 0.73 0.72 0.72 0.70 0.70 0.70 0.70 0.68 0.67 0.66 0.66 0.65 0.64 0.64 0.65
Tadorna ferruginea,BN14644,Tadorne casarca,Ruddy Shelduck,1,0.764,0.705,resident,0.74 0.75 0.75 0.74 0.74 0.74 0.74 0.74 0.74 0.74 0.75 0.76 0.76 0.76 0.76 0.76 0.76 0.76 0.73 0.70 0.67 0.65 0.63 0.61 0.60 0.59 0.59 0.60 0.61 0.64 0.66 0.67 0.68 0.67 0.68 0.69 0.70 0.71 0.72 0.72 0.72 0.73 0.73 0.72 0.72 0.73 0.73 0.73
Ciconia nigra,BN03112,Cigogne noire,Black Stork,1,0.821,0.696,resident,0.52 0.51 0.52 0.54 0.55 0.57 0.59 0.61 0.64 0.66 0.69 0.73 0.75 0.79 0.80 0.81 0.82 0.81 0.80 0.79 0.78 0.77 0.77 0.75 0.76 0.76 0.76 0.76 0.76 0.78 0.79 0.79 0.80 0.79 0.79 0.78 0.77 0.75 0.73 0.70 0.65 0.62 0.60 0.57 0.54 0.53 0.52 0.52
Riparia riparia,BN13384,Hirondelle de rivage,Sand Martin,1,1.0,0.695,mixed,0.18 0.18 0.19 0.19 0.21 0.26 0.31 0.38 0.56 0.69 0.81 0.87 0.96 0.99 0.98 0.94 0.97 0.93 0.92 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.91 0.92 0.97 0.98 1.00 1.00 1.00 1.00 1.00 0.92 0.90 0.87 0.83 0.74 0.61 0.46 0.37 0.28 0.22 0.20 0.19 0.19
Lanius excubitor,BN07510,Pie-grièche grise,Great Grey Shrike,1,0.854,0.69,resident,0.81 0.81 0.81 0.80 0.80 0.80 0.79 0.78 0.76 0.76 0.75 0.73 0.68 0.65 0.62 0.59 0.56 0.52 0.49 0.44 0.42 0.41 0.42 0.43 0.44 0.46 0.50 0.55 0.58 0.60 0.64 0.68 0.71 0.73 0.76 0.78 0.85 0.85 0.85 0.85 0.84 0.84 0.84 0.83 0.83 0.82 0.82 0.82
Bubo bubo,BN01939,Grand-duc d'Europe,Eurasian Eagle-Owl,1,0.72,0.688,resident,0.71 0.71 0.71 0.70 0.70 0.70 0.70 0.69 0.69 0.69 0.69 0.69 0.70 0.71 0.71 0.71 0.70 0.69 0.66 0.65 0.64 0.63 0.63 0.64 0.64 0.64 0.64 0.65 0.65 0.67 0.68 0.68 0.69 0.69 0.71 0.72 0.72 0.71 0.71 0.71 0.71 0.71 0.71 0.71 0.71 0.71 0.71 0.71
Branta canadensis,BN01898,Bernache du Canada,Canada Goose,1,0.713,0.685,resident,0.69 0.70 0.69 0.69 0.69 0.69 0.69 0.69 0.68 0.68 0.68 0.68 0.68 0.68 0.68 0.69 0.70 0.70 0.70 0.69 0.69 0.68 0.68 0.67 0.66 0.66 0.66 0.66 0.65 0.66 0.66 0.67 0.67 0.67 0.68 0.68 0.69 0.70 0.71 0.71 0.71 0.71 0.71 0.70 0.69 0.70 0.70 0.69
Cairina moschata,BN02111,Canard musqué,Muscovy Duck,1,0.753,0.682,resident,0.75 0.75 0.75 0.75 0.75 0.75 0.74 0.74 0.74 0.74 0.74 0.74 0.72 0.70 0.67 0.65 0.62 0.60 0.58 0.56 0.55 0.54 0.55 0.54 0.54 0.54 0.56 0.58 0.60 0.62 0.63 0.65 0.69 0.70 0.72 0.74 0.75 0.74 0.74 0.75 0.75 0.75 0.75 0.75 0.74 0.74 0.74 0.74
Acrocephalus scirpaceus,BN00100,Rousserolle effarvatte,Common Reed Warbler,1,1.0,0.679,summer,0.16 0.15 0.15 0.15 0.16 0.17 0.18 0.24 0.37 0.50 0.67 0.82 0.87 0.97 0.99 0.96 1.00 1.00 0.99 0.91 0.90 0.89 0.89 0.90 0.89 0.89 0.93 0.92 0.94 0.98 1.00 1.00 1.00 1.00 0.99 0.98 0.98 0.96 0.91 0.79 0.62 0.48 0.39 0.26 0.19 0.18 0.17 0.16
Limosa limosa,BN07914,Barge à queue noire,Black-tailed Godwit,1,0.821,0.677,resident,0.59 0.59 0.63 0.60 0.60 0.61 0.62 0.64 0.69 0.72 0.77 0.81 0.82 0.82 0.81 0.79 0.76 0.73 0.70 0.64 0.62 0.60 0.59 0.60 0.60 0.61 0.63 0.66 0.68 0.71 0.75 0.79 0.79 0.79 0.77 0.77 0.74 0.71 0.68 0.67 0.63 0.62 0.61 0.60 0.59 0.59 0.59 0.59
Coturnix coturnix,BN03812,Caille des blés,Common Quail,1,0.983,0.67,mixed,0.31 0.29 0.28 0.28 0.28 0.28 0.30 0.34 0.41 0.47 0.57 0.74 0.83 0.86 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.90 0.98 0.90 0.89 0.88 0.87 0.86 0.82 0.78 0.70 0.60 0.52 0.47 0.40 0.34 0.32 0.31 0.31
Tringa glareola,BN15263,Chevalier sylvain,Wood Sandpiper,1,0.982,0.669,mixed,0.30 0.29 0.29 0.29 0.30 0.32 0.36 0.43 0.58 0.68 0.75 0.81 0.85 0.86 0.87 0.87 0.87 0.86 0.84 0.82 0.78 0.76 0.76 0.76 0.78 0.80 0.82 0.84 0.85 0.88 0.97 0.98 0.95 0.91 0.87 0.86 0.83 0.80 0.77 0.70 0.62 0.53 0.47 0.38 0.33 0.31 0.29 0.30
Aythya nyroca,BN01555,Fuligule nyroca,Ferruginous Duck,1,0.783,0.668,resident,0.77 0.78 0.77 0.76 0.77 0.76 0.76 0.77 0.77 0.77 0.78 0.78 0.77 0.75 0.72 0.68 0.66 0.62 0.57 0.51 0.48 0.45 0.44 0.43 0.43 0.43 0.45 0.46 0.50 0.53 0.55 0.59 0.63 0.66 0.67 0.71 0.72 0.74 0.76 0.77 0.77 0.76 0.77 0.76 0.77 0.77 0.77 0.77
Lutra lutra,BN08176,Loutre d'Europe,Eurasian Otter,0,0.791,0.662,resident,0.79 0.79 0.79 0.79 0.79 0.78 0.78 0.78 0.77 0.75 0.73 0.71 0.67 0.65 0.62 0.59 0.54 0.52 0.51 0.48 0.46 0.45 0.45 0.44 0.43 0.43 0.45 0.46 0.48 0.54 0.60 0.64 0.68 0.71 0.73 0.74 0.76 0.76 0.77 0.76 0.77 0.78 0.78 0.78 0.78 0.78 0.78 0.78
Sterna hirundo,BN14274,Sterne pierregarin,Common Tern,1,0.989,0.662,mixed,0.21 0.20 0.19 0.19 0.19 0.20 0.21 0.25 0.31 0.37 0.47 0.70 0.86 0.92 0.96 0.97 0.98 0.99 0.99 0.99 0.99 0.99 0.97 0.98 0.96 0.97 0.98 0.96 0.96 0.97 0.97 0.96 0.94 0.93 0.91 0.87 0.81 0.76 0.70 0.64 0.50 0.37 0.33 0.29 0.25 0.23 0.22 0.21
Burhinus oedicnemus,BN01997,Oedicnème criard,Eurasian Stone-curlew,1,0.814,0.661,resident,0.45 0.44 0.44 0.46 0.47 0.48 0.51 0.54 0.60 0.63 0.66 0.70 0.73 0.75 0.76 0.78 0.79 0.81 0.81 0.81 0.80 0.81 0.80 0.79 0.80 0.80 0.80 0.80 0.79 0.79 0.79 0.78 0.76 0.74 0.73 0.72 0.70 0.67 0.65 0.62 0.57 0.54 0.51 0.48 0.46 0.45 0.45 0.45
Haematopus ostralegus,BN06340,Huîtrier pie,Eurasian Oystercatcher,1,0.821,0.66,resident,0.55 0.55 0.58 0.56 0.56 0.57 0.59 0.62 0.67 0.71 0.76 0.80 0.82 0.82 0.81 0.78 0.76 0.74 0.72 0.68 0.67 0.66 0.64 0.65 0.64 0.64 0.66 0.66 0.68 0.71 0.74 0.74 0.75 0.75 0.70 0.67 0.64 0.64 0.63 0.63 0.61 0.59 0.58 0.57 0.56 0.55 0.54 0.54
Dryocopus martius,BN04765,Pic noir,Black Woodpecker,1,0.688,0.658,resident,0.67 0.68 0.68 0.69 0.68 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.68 0.68 0.69 0.69 0.68 0.67 0.66 0.65 0.64 0.64 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.64 0.64 0.65 0.65 0.67 0.66 0.66 0.66 0.65 0.65 0.65 0.66 0.66 0.66 0.67 0.67
Remiz pendulinus,BN13131,Rémiz penduline,Eurasian Penduline Tit,1,0.74,0.657,resident,0.67 0.67 0.66 0.66 0.65 0.65 0.65 0.66 0.66 0.68 0.70 0.72 0.74 0.74 0.73 0.72 0.71 0.69 0.67 0.64 0.62 0.61 0.59 0.58 0.56 0.55 0.55 0.55 0.56 0.57 0.58 0.59 0.61 0.63 0.65 0.67 0.70 0.72 0.72 0.72 0.71 0.70 0.70 0.69 0.68 0.68 0.68 0.68
Mergus merganser,BN08743,Grand Harle,Common Merganser,1,0.763,0.653,resident,0.76 0.76 0.76 0.76 0.75 0.75 0.75 0.75 0.74 0.73 0.73 0.72 0.71 0.69 0.66 0.63 0.60 0.58 0.57 0.56 0.56 0.55 0.55 0.55 0.53 0.52 0.52 0.52 0.53 0.53 0.52 0.53 0.54 0.55 0.59 0.62 0.64 0.67 0.70 0.71 0.73 0.73 0.74 0.75 0.76 0.75 0.76 0.76
Calidris minuta,BN02153,Bécasseau minute,Little Stint,1,0.939,0.651,resident,0.52 0.51 0.48 0.47 0.46 0.45 0.45 0.45 0.47 0.49 0.52 0.58 0.67 0.73 0.78 0.79 0.80 0.79 0.73 0.67 0.59 0.54 0.53 0.53 0.56 0.62 0.66 0.72 0.78 0.87 0.93 0.94 0.93 0.94 0.84 0.82 0.81 0.78 0.74 0.69 0.66 0.63 0.60 0.58 0.55 0.54 0.52 0.52
Turdus torquatus,BN15491,Merle à plastron,Ring Ouzel,1,0.919,0.651,mixed,0.64 0.61 0.61 0.60 0.60 0.62 0.64 0.70 0.75 0.79 0.84 0.84 0.84 0.84 0.81 0.77 0.73 0.69 0.63 0.55 0.52 0.49 0.47 0.45 0.41 0.39 0.37 0.36 0.36 0.36 0.37 0.42 0.49 0.54 0.68 0.79 0.86 0.90 0.92 0.89 0.88 0.84 0.82 0.79 0.73 0.71 0.70 0.66
Jynx torquilla,BN07294,Torcol fourmilier,Eurasian Wryneck,1,0.908,0.649,mixed,0.21 0.20 0.21 0.22 0.24 0.26 0.31 0.39 0.53 0.63 0.74 0.83 0.87 0.89 0.89 0.89 0.89 0.88 0.88 0.87 0.87 0.86 0.85 0.84 0.83 0.84 0.85 0.86 0.87 0.87 0.88 0.91 0.89 0.89 0.88 0.88 0.88 0.84 0.74 0.65 0.50 0.39 0.33 0.27 0.23 0.21 0.20 0.21
Turdus iliacus,BN15428,Grive mauvis,Redwing,1,1.0,0.648,winter,0.89 0.88 0.92 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.91 0.93 0.92 0.90 0.84 0.75 0.61 0.49 0.39 0.32 0.28 0.24 0.20 0.19 0.15 0.13 0.13 0.12 0.12 0.12 0.14 0.19 0.25 0.37 0.55 0.75 0.86 0.97 1.00 1.00 0.98 0.95 0.95 0.92 0.91 0.91 0.90 0.89
Pluvialis squatarola,BN11799,Pluvier argenté,Grey Plover,1,0.876,0.646,mixed,0.65 0.64 0.63 0.61 0.59 0.57 0.56 0.56 0.56 0.57 0.59 0.61 0.64 0.67 0.70 0.70 0.71 0.69 0.62 0.53 0.45 0.41 0.40 0.38 0.39 0.41 0.44 0.50 0.58 0.70 0.79 0.83 0.85 0.88 0.83 0.82 0.82 0.81 0.80 0.80 0.78 0.77 0.75 0.72 0.71 0.69 0.68 0.66
Psittacula krameri,BN12500,Perruche à collier,Rose-ringed Parakeet,1,0.689,0.646,resident,0.68 0.68 0.67 0.67 0.67 0.66 0.65 0.64 0.63 0.63 0.63 0.64 0.66 0.67 0.67 0.67 0.67 0.65 0.61 0.59 0.57 0.56 0.56 0.55 0.56 0.56 0.58 0.60 0.62 0.62 0.64 0.65 0.66 0.66 0.67 0.68 0.68 0.68 0.68 0.69 0.69 0.69 0.68 0.68 0.68 0.68 0.69 0.68
Saxicola rubetra,BN13561,Tarier des prés,Whinchat,1,0.982,0.645,summer,0.13 0.12 0.12 0.12 0.12 0.14 0.16 0.21 0.37 0.55 0.74 0.86 0.88 0.89 0.89 0.91 0.91 0.91 0.90 0.89 0.88 0.87 0.86 0.85 0.84 0.84 0.86 0.87 0.88 0.90 0.93 0.98 0.95 0.94 0.92 0.91 0.92 0.89 0.88 0.85 0.68 0.50 0.36 0.22 0.16 0.14 0.13 0.13
Apus apus,BN01087,Martinet noir,Common Swift,1,1.0,0.644,summer,0.10 0.10 0.10 0.11 0.11 0.13 0.17 0.25 0.48 0.68 0.81 0.89 0.97 1.00 0.98 0.96 0.93 0.93 0.93 0.92 0.97 0.99 0.98 0.99 0.99 1.00 1.00 0.99 0.99 1.00 1.00 1.00 1.00 0.96 0.90 0.89 0.88 0.75 0.62 0.44 0.23 0.15 0.13 0.11 0.10 0.10 0.10 0.10
Streptopelia turtur,BN14355,Tourterelle des bois,European Turtle Dove,1,1.0,0.643,summer,0.11 0.11 0.11 0.11 0.11 0.12 0.14 0.18 0.27 0.43 0.59 0.75 0.85 0.89 0.92 0.92 1.00 1.00 1.00 0.95 0.92 0.90 0.91 0.91 0.90 0.90 0.93 0.92 0.93 0.98 1.00 1.00 1.00 1.00 1.00 0.97 0.97 0.94 0.86 0.71 0.48 0.29 0.23 0.16 0.13 0.12 0.12 0.11
Anthus trivialis,BN00945,Pipit des arbres,Tree Pipit,1,0.999,0.641,summer,0.08 0.08 0.08 0.08 0.08 0.10 0.13 0.21 0.45 0.67 0.83 0.87 0.88 0.89 0.89 0.89 0.90 0.89 0.89 0.89 0.88 0.88 0.87 0.87 0.86 0.87 0.87 0.88 0.92 0.97 0.99 1.00 0.98 0.97 0.92 0.90 0.90 0.89 0.88 0.85 0.66 0.39 0.26 0.14 0.10 0.09 0.08 0.08
Plegadis falcinellus,BN11703,Ibis falcinelle,Glossy Ibis,1,0.822,0.64,resident,0.53 0.53 0.53 0.51 0.52 0.52 0.51 0.54 0.57 0.61 0.67 0.74 0.77 0.80 0.82 0.82 0.82 0.81 0.79 0.72 0.68 0.65 0.64 0.62 0.62 0.62 0.62 0.63 0.64 0.65 0.66 0.67 0.68 0.68 0.68 0.68 0.67 0.66 0.65 0.64 0.62 0.59 0.59 0.58 0.57 0.55 0.54 0.54
Botaurus stellaris,BN01829,Butor étoilé,Eurasian Bittern,1,0.766,0.634,resident,0.76 0.77 0.77 0.76 0.76 0.75 0.75 0.75 0.75 0.75 0.75 0.76 0.76 0.75 0.74 0.73 0.72 0.70 0.65 0.59 0.56 0.52 0.49 0.46 0.44 0.42 0.40 0.39 0.38 0.38 0.38 0.41 0.43 0.45 0.50 0.54 0.59 0.64 0.67 0.70 0.72 0.73 0.75 0.74 0.75 0.76 0.76 0.76
Himantopus himantopus,BN06642,Échasse blanche,Black-winged Stilt,1,0.851,0.63,mixed,0.39 0.38 0.39 0.40 0.41 0.43 0.45 0.48 0.54 0.60 0.67 0.77 0.81 0.84 0.84 0.85 0.85 0.84 0.83 0.82 0.81 0.80 0.79 0.78 0.78 0.78 0.78 0.78 0.78 0.79 0.79 0.78 0.76 0.73 0.70 0.66 0.61 0.56 0.51 0.47 0.43 0.41 0.41 0.40 0.38 0.38 0.38 0.38
Larus cachinnans,BN07542,Goéland pontique,Caspian Gull,1,0.76,0.63,resident,0.70 0.71 0.70 0.70 0.70 0.69 0.69 0.69 0.70 0.70 0.70 0.68 0.66 0.62 0.60 0.58 0.56 0.52 0.48 0.44 0.40 0.39 0.39 0.39 0.40 0.44 0.49 0.52 0.56 0.61 0.64 0.68 0.68 0.69 0.70 0.71 0.70 0.73 0.75 0.76 0.75 0.75 0.74 0.71 0.70 0.71 0.71 0.71
Fringilla montifringilla,BN05702,Pinson du Nord,Brambling,1,0.999,0.629,winter,0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.87 0.88 0.89 0.89 0.89 0.86 0.79 0.68 0.53 0.40 0.30 0.23 0.19 0.17 0.13 0.09 0.08 0.08 0.08 0.09 0.10 0.11 0.16 0.23 0.38 0.61 0.75 0.85 0.93 0.99 1.00 0.93 0.91 0.89 0.88 0.88 0.88 0.88 0.88
Martes foina,BN08429,Fouine,Stone Marten,0,0.649,0.628,resident,0.64 0.65 0.65 0.65 0.65 0.65 0.65 0.64 0.64 0.64 0.64 0.64 0.64 0.65 0.63 0.64 0.63 0.62 0.62 0.62 0.61 0.61 0.61 0.61 0.61 0.61 0.60 0.60 0.60 0.61 0.60 0.60 0.61 0.61 0.61 0.62 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.64 0.64 0.64 0.64
Luscinia svecica,BN08174,Gorgebleue à miroir,Bluethroat,1,0.855,0.628,mixed,0.31 0.31 0.30 0.31 0.33 0.36 0.38 0.45 0.53 0.64 0.75 0.81 0.84 0.85 0.86 0.84 0.83 0.80 0.76 0.71 0.66 0.65 0.63 0.63 0.63 0.65 0.68 0.71 0.75 0.77 0.80 0.81 0.82 0.83 0.85 0.85 0.85 0.83 0.78 0.72 0.61 0.52 0.46 0.41 0.36 0.34 0.31 0.31
Branta leucopsis,BN01900,Bernache nonnette,Barnacle Goose,1,0.753,0.625,resident,0.74 0.75 0.75 0.74 0.74 0.74 0.73 0.72 0.71 0.71 0.70 0.69 0.66 0.62 0.59 0.57 0.55 0.53 0.51 0.49 0.48 0.48 0.48 0.48 0.49 0.49 0.49 0.50 0.50 0.51 0.51 0.53 0.53 0.53 0.56 0.59 0.64 0.67 0.70 0.71 0.72 0.73 0.75 0.74 0.74 0.75 0.74 0.74
Tettigonia viridissima,BN14867,Grande sauterelle verte,Great Green Bush-cricket,0,0.885,0.615,summer,0.12 0.11 0.11 0.11 0.13 0.16 0.20 0.25 0.37 0.50 0.62 0.75 0.82 0.84 0.85 0.87 0.87 0.87 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.87 0.86 0.87 0.86 0.82 0.77 0.72 0.67 0.56 0.44 0.35 0.27 0.18 0.14 0.12 0.12
Martes martes,BN08431,Martre des pins,Eurasian Pine Marten,0,0.676,0.614,resident,0.57 0.58 0.58 0.58 0.57 0.56 0.56 0.55 0.55 0.55 0.55 0.56 0.58 0.60 0.62 0.64 0.65 0.66 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.67 0.68 0.68 0.67 0.66 0.64 0.64 0.61 0.61 0.61 0.61 0.61 0.62 0.61 0.60 0.59 0.59 0.58 0.57 0.58 0.58 0.57
Falco subbuteo,BN05561,Faucon hobereau,Eurasian Hobby,1,0.994,0.612,summer,0.05 0.04 0.04 0.04 0.04 0.06 0.08 0.10 0.22 0.37 0.58 0.78 0.85 0.88 0.89 0.90 0.95 0.97 0.99 0.96 0.92 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.88 0.89 0.89 0.89 0.90 0.90 0.90 0.91 0.95 0.89 0.86 0.84 0.65 0.40 0.28 0.14 0.09 0.06 0.05 0.05
Numenius phaeopus,BN09887,Courlis corlieu,Eurasian Whimbrel,1,0.859,0.612,mixed,0.40 0.39 0.40 0.40 0.40 0.40 0.42 0.44 0.47 0.52 0.59 0.69 0.80 0.85 0.86 0.85 0.84 0.83 0.77 0.71 0.66 0.61 0.60 0.59 0.60 0.62 0.70 0.73 0.79 0.82 0.86 0.86 0.85 0.83 0.74 0.68 0.64 0.60 0.58 0.54 0.50 0.46 0.44 0.43 0.41 0.40 0.39 0.40
