scientific_name,birdnet_id,common_name_fr,common_name_en,is_bird,peak_share,mean_share,status,weekly
Cygnus atratus,BN04210,Cygne noir,Black Swan,1,0.683,0.608,resident,0.66 0.66 0.66 0.65 0.65 0.65 0.65 0.65 0.65 0.65 0.66 0.66 0.67 0.65 0.64 0.63 0.61 0.60 0.56 0.54 0.53 0.52 0.51 0.50 0.49 0.49 0.50 0.51 0.51 0.53 0.53 0.54 0.56 0.57 0.58 0.59 0.62 0.65 0.67 0.68 0.68 0.68 0.68 0.67 0.66 0.66 0.66 0.66
Larus marinus,BN07554,Goéland marin,Great Black-backed Gull,1,0.723,0.608,resident,0.71 0.72 0.71 0.70 0.70 0.68 0.67 0.66 0.65 0.64 0.62 0.59 0.60 0.59 0.59 0.57 0.59 0.57 0.55 0.50 0.47 0.46 0.46 0.46 0.47 0.48 0.51 0.51 0.53 0.54 0.57 0.58 0.58 0.59 0.58 0.59 0.63 0.66 0.68 0.70 0.67 0.67 0.69 0.69 0.70 0.70 0.70 0.70
Nemobius sylvestris,BN09579,Grillon des bois,Wood Cricket,0,0.72,0.605,resident,0.50 0.49 0.49 0.49 0.49 0.49 0.49 0.51 0.52 0.54 0.56 0.56 0.57 0.58 0.58 0.59 0.59 0.60 0.60 0.60 0.62 0.63 0.64 0.65 0.67 0.67 0.67 0.68 0.69 0.70 0.70 0.70 0.70 0.71 0.71 0.72 0.72 0.72 0.70 0.68 0.64 0.61 0.59 0.57 0.54 0.53 0.52 0.51
Epidalea calamita,BN05163,Calamite des joncs,Natterjack Toad,0,0.754,0.605,resident,0.39 0.38 0.38 0.38 0.39 0.40 0.43 0.47 0.51 0.56 0.64 0.70 0.73 0.74 0.75 0.75 0.75 0.75 0.75 0.74 0.73 0.73 0.72 0.71 0.69 0.69 0.68 0.67 0.67 0.68 0.68 0.69 0.69 0.70 0.71 0.71 0.72 0.70 0.68 0.63 0.57 0.52 0.48 0.44 0.41 0.40 0.39 0.39
Panurus biarmicus,BN10601,Panure à moustaches,Bearded Reedling,1,0.71,0.603,resident,0.70 0.71 0.71 0.70 0.70 0.70 0.70 0.69 0.67 0.67 0.66 0.66 0.65 0.62 0.61 0.59 0.58 0.57 0.53 0.51 0.48 0.46 0.45 0.44 0.44 0.43 0.44 0.44 0.45 0.47 0.49 0.52 0.54 0.56 0.59 0.62 0.65 0.67 0.67 0.68 0.68 0.69 0.69 0.69 0.69 0.69 0.70 0.70
Myocastor coypus,BN09337,Ragondin,Coypu,0,0.636,0.602,resident,0.63 0.63 0.63 0.63 0.62 0.62 0.62 0.62 0.61 0.61 0.61 0.61 0.62 0.63 0.63 0.63 0.64 0.63 0.62 0.61 0.60 0.58 0.58 0.57 0.56 0.57 0.57 0.58 0.58 0.58 0.58 0.59 0.60 0.60 0.59 0.59 0.59 0.58 0.58 0.58 0.58 0.59 0.59 0.60 0.61 0.61 0.62 0.62
Ardea purpurea,BN01201,Héron pourpré,Purple Heron,1,0.851,0.601,summer,0.15 0.13 0.14 0.14 0.15 0.16 0.19 0.27 0.40 0.53 0.65 0.76 0.82 0.84 0.84 0.85 0.85 0.85 0.84 0.84 0.84 0.84 0.84 0.83 0.83 0.83 0.84 0.84 0.84 0.85 0.85 0.85 0.84 0.83 0.82 0.81 0.79 0.75 0.69 0.62 0.50 0.42 0.35 0.27 0.20 0.17 0.16 0.15
Aquila chrysaetos,BN01106,Aigle royal,Golden Eagle,1,0.733,0.6,resident,0.69 0.70 0.71 0.70 0.69 0.68 0.68 0.67 0.66 0.64 0.61 0.59 0.58 0.58 0.57 0.56 0.56 0.54 0.53 0.52 0.49 0.48 0.48 0.46 0.46 0.46 0.46 0.47 0.48 0.49 0.50 0.53 0.54 0.55 0.56 0.58 0.59 0.62 0.66 0.69 0.72 0.73 0.73 0.73 0.73 0.73 0.72 0.70
Sylvia borin,BN14460,Fauvette des jardins,Garden Warbler,1,1.0,0.595,summer,0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.06 0.11 0.19 0.28 0.52 0.82 0.88 0.89 0.93 1.00 1.00 1.00 0.93 0.91 0.91 0.90 0.89 0.89 0.89 0.89 0.89 0.89 0.90 0.98 1.00 1.00 1.00 0.99 0.96 0.96 0.94 0.87 0.75 0.48 0.24 0.15 0.09 0.07 0.06 0.05 0.05
Poecile montanus,BN11835,Mésange boréale,Willow Tit,1,0.642,0.595,resident,0.61 0.61 0.61 0.60 0.60 0.60 0.60 0.60 0.60 0.60 0.60 0.59 0.58 0.58 0.57 0.57 0.56 0.56 0.56 0.55 0.55 0.56 0.56 0.56 0.57 0.57 0.57 0.57 0.57 0.59 0.61 0.62 0.63 0.63 0.63 0.64 0.64 0.63 0.62 0.63 0.62 0.62 0.62 0.61 0.61 0.61 0.61 0.61
Curruca communis,BN04073,Fauvette grisette,Common Whitethroat,1,1.0,0.594,summer,0.05 0.04 0.04 0.04 0.04 0.06 0.07 0.11 0.25 0.41 0.58 0.82 0.88 0.89 0.89 0.90 0.90 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.88 0.89 0.89 0.89 0.90 0.94 1.00 1.00 1.00 1.00 0.92 0.89 0.88 0.84 0.73 0.59 0.38 0.20 0.14 0.09 0.06 0.05 0.05 0.05
Curruca undata,BN04093,Fauvette pitchou,Dartford Warbler,1,0.625,0.592,resident,0.62 0.62 0.62 0.62 0.61 0.61 0.60 0.60 0.59 0.60 0.60 0.60 0.60 0.60 0.60 0.60 0.61 0.61 0.61 0.59 0.58 0.57 0.56 0.54 0.54 0.52 0.52 0.53 0.54 0.54 0.54 0.56 0.57 0.58 0.59 0.60 0.61 0.61 0.62 0.62 0.62 0.62 0.62 0.61 0.62 0.62 0.62 0.62
Arenaria interpres,BN01220,Tournepierre à collier,Ruddy Turnstone,1,0.866,0.59,resident,0.53 0.53 0.51 0.50 0.49 0.47 0.46 0.46 0.46 0.47 0.48 0.51 0.56 0.59 0.64 0.68 0.74 0.72 0.65 0.56 0.47 0.42 0.42 0.41 0.43 0.47 0.55 0.60 0.68 0.75 0.80 0.83 0.87 0.87 0.84 0.77 0.70 0.67 0.64 0.63 0.62 0.61 0.59 0.56 0.54 0.53 0.52 0.52
Curruca melanocephala,BN04084,Fauvette mélanocéphale,Sardinian Warbler,1,0.652,0.588,resident,0.63 0.63 0.62 0.62 0.61 0.59 0.58 0.58 0.57 0.56 0.57 0.59 0.61 0.63 0.63 0.63 0.63 0.63 0.61 0.56 0.53 0.53 0.52 0.51 0.50 0.50 0.50 0.51 0.52 0.53 0.53 0.53 0.56 0.56 0.57 0.58 0.60 0.61 0.62 0.64 0.65 0.65 0.65 0.65 0.65 0.65 0.64 0.64
Ficedula hypoleuca,BN05602,Gobemouche noir,European Pied Flycatcher,1,1.0,0.587,summer,0.01 0.01 0.01 0.01 0.01 0.02 0.04 0.09 0.21 0.38 0.64 0.85 0.88 0.89 0.91 0.91 0.91 0.90 0.90 0.88 0.86 0.85 0.84 0.83 0.82 0.83 0.85 0.87 0.91 0.98 1.00 1.00 1.00 1.00 0.93 0.89 0.89 0.88 0.86 0.70 0.44 0.20 0.13 0.06 0.04 0.02 0.02 0.01
Acrocephalus schoenobaenus,BN00099,Phragmite des joncs,Sedge Warbler,1,0.991,0.582,summer,0.08 0.07 0.07 0.08 0.08 0.09 0.11 0.16 0.25 0.41 0.55 0.78 0.84 0.87 0.90 0.90 0.90 0.89 0.90 0.90 0.88 0.86 0.84 0.84 0.82 0.82 0.82 0.83 0.87 0.95 0.99 0.99 0.93 0.89 0.88 0.86 0.84 0.79 0.67 0.54 0.36 0.22 0.17 0.12 0.09 0.09 0.08 0.08
Ptyonoprogne rupestris,BN12785,Hirondelle de rochers,Eurasian Crag Martin,1,0.659,0.576,resident,0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.55 0.57 0.58 0.61 0.64 0.64 0.65 0.65 0.66 0.65 0.64 0.61 0.57 0.55 0.54 0.54 0.53 0.52 0.51 0.51 0.52 0.52 0.53 0.55 0.57 0.60 0.61 0.63 0.64 0.66 0.65 0.63 0.62 0.61 0.59 0.57 0.57 0.55 0.54 0.54 0.53
Gryllus campestris,BN06224,Grillon champêtre,European Field Cricket,0,0.777,0.572,mixed,0.29 0.27 0.27 0.29 0.31 0.35 0.38 0.44 0.51 0.56 0.59 0.63 0.66 0.68 0.69 0.70 0.71 0.72 0.72 0.71 0.70 0.69 0.68 0.68 0.67 0.66 0.66 0.66 0.66 0.67 0.68 0.70 0.71 0.72 0.72 0.72 0.78 0.68 0.64 0.62 0.58 0.53 0.49 0.41 0.34 0.32 0.29 0.28
Acanthis flammea,BN00011,Sizerin flammé,Redpoll,1,0.733,0.569,resident,0.73 0.73 0.72 0.72 0.72 0.72 0.72 0.72 0.71 0.70 0.70 0.70 0.66 0.63 0.60 0.55 0.52 0.48 0.46 0.44 0.43 0.43 0.41 0.40 0.39 0.38 0.37 0.37 0.36 0.36 0.35 0.36 0.35 0.36 0.39 0.45 0.57 0.58 0.61 0.65 0.70 0.71 0.73 0.73 0.73 0.73 0.73 0.73
Dendrocoptes medius,BN04411,Pic mar,Middle Spotted Woodpecker,1,0.585,0.567,resident,0.58 0.58 0.59 0.58 0.58 0.58 0.58 0.58 0.57 0.57 0.57 0.57 0.57 0.57 0.57 0.58 0.58 0.57 0.57 0.56 0.56 0.56 0.56 0.55 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.56 0.55 0.56 0.56 0.56 0.55 0.55 0.55 0.56 0.57 0.57 0.57 0.57 0.58 0.58 0.58
Castor fiber,BN02488,Castor d'Eurasie,Eurasian Beaver,0,0.597,0.56,resident,0.59 0.59 0.59 0.59 0.60 0.60 0.60 0.59 0.59 0.60 0.60 0.59 0.59 0.59 0.57 0.56 0.55 0.53 0.52 0.52 0.52 0.52 0.52 0.53 0.53 0.53 0.53 0.53 0.54 0.54 0.54 0.53 0.53 0.52 0.53 0.53 0.54 0.54 0.55 0.56 0.57 0.58 0.58 0.58 0.58 0.59 0.59 0.59
Mergus serrator,BN08745,Harle huppé,Red-breasted Merganser,1,0.847,0.556,mixed,0.82 0.82 0.82 0.81 0.81 0.80 0.79 0.79 0.78 0.76 0.76 0.78 0.77 0.75 0.71 0.62 0.55 0.47 0.42 0.35 0.30 0.27 0.25 0.23 0.21 0.20 0.19 0.18 0.18 0.18 0.18 0.20 0.22 0.23 0.26 0.31 0.40 0.55 0.68 0.77 0.81 0.84 0.85 0.81 0.82 0.82 0.82 0.82
Muscicapa striata,BN09169,Gobemouche gris,Spotted Flycatcher,1,1.0,0.556,summer,0.01 0.01 0.00 0.01 0.01 0.01 0.01 0.02 0.05 0.08 0.16 0.32 0.60 0.85 0.88 0.89 0.92 0.96 1.00 1.00 0.90 0.90 0.89 0.89 0.89 0.89 0.89 0.89 0.89 0.90 0.90 0.92 0.94 0.97 0.91 0.90 0.90 0.88 0.88 0.78 0.51 0.22 0.12 0.06 0.04 0.03 0.02 0.01
Pernis apivorus,BN10931,Bondrée apivore,European Honey Buzzard,1,0.999,0.553,summer,0.03 0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.07 0.12 0.23 0.52 0.76 0.82 0.85 0.87 0.89 0.89 0.90 0.89 0.89 0.88 0.88 0.87 0.88 0.88 0.88 0.88 0.88 0.89 0.90 1.00 0.99 0.99 0.94 0.90 0.89 0.87 0.82 0.65 0.36 0.17 0.09 0.05 0.03 0.03 0.03 0.03
Emberiza cia,BN05047,Bruant fou,Rock Bunting,1,0.665,0.553,resident,0.65 0.65 0.65 0.65 0.64 0.64 0.63 0.63 0.62 0.62 0.62 0.62 0.62 0.61 0.58 0.57 0.56 0.55 0.53 0.51 0.47 0.45 0.44 0.43 0.41 0.39 0.39 0.39 0.39 0.39 0.40 0.41 0.42 0.44 0.47 0.49 0.55 0.59 0.62 0.63 0.65 0.66 0.66 0.66 0.66 0.66 0.66 0.66
Dama dama,BN04320,Daim européen,European Fallow Deer,0,0.615,0.549,resident,0.59 0.59 0.59 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.58 0.59 0.59 0.59 0.58 0.57 0.56 0.53 0.52 0.50 0.47 0.46 0.45 0.43 0.43 0.43 0.44 0.46 0.47 0.48 0.49 0.51 0.53 0.55 0.57 0.59 0.60 0.61 0.62 0.61 0.60 0.60 0.59 0.59 0.59 0.59 0.59 0.59
Calidris alba,BN02142,Bécasseau sanderling,Sanderling,1,0.835,0.548,mixed,0.53 0.52 0.52 0.50 0.48 0.46 0.45 0.44 0.44 0.44 0.45 0.46 0.49 0.51 0.56 0.54 0.57 0.54 0.49 0.44 0.38 0.36 0.36 0.36 0.37 0.39 0.46 0.51 0.59 0.65 0.73 0.78 0.82 0.84 0.81 0.76 0.71 0.69 0.65 0.64 0.63 0.61 0.60 0.58 0.57 0.55 0.54 0.53
Bucephala clangula,BN01954,Garrot à oeil d'or,Common Goldeneye,1,0.756,0.546,mixed,0.74 0.75 0.76 0.74 0.74 0.74 0.73 0.72 0.71 0.69 0.68 0.65 0.61 0.58 0.55 0.52 0.46 0.42 0.40 0.37 0.35 0.33 0.31 0.31 0.29 0.29 0.29 0.30 0.32 0.33 0.34 0.36 0.39 0.40 0.45 0.49 0.53 0.58 0.60 0.63 0.67 0.69 0.71 0.72 0.73 0.74 0.74 0.74
Elanus caeruleus,BN04965,Élanion blanc,Black-winged Kite,1,0.572,0.544,resident,0.57 0.57 0.57 0.56 0.56 0.56 0.55 0.54 0.54 0.54 0.55 0.56 0.56 0.56 0.56 0.55 0.54 0.54 0.54 0.52 0.53 0.53 0.53 0.53 0.53 0.54 0.55 0.55 0.55 0.56 0.55 0.55 0.55 0.53 0.53 0.52 0.52 0.51 0.51 0.52 0.52 0.53 0.54 0.55 0.56 0.56 0.56 0.56
Thalasseus sandvicensis,BN14883,Sterne caugek,Sandwich Tern,1,0.69,0.543,resident,0.45 0.44 0.43 0.42 0.42 0.42 0.42 0.43 0.46 0.49 0.52 0.61 0.63 0.66 0.68 0.69 0.69 0.68 0.66 0.62 0.56 0.52 0.51 0.52 0.50 0.52 0.54 0.53 0.54 0.56 0.58 0.59 0.60 0.60 0.60 0.60 0.60 0.60 0.61 0.61 0.61 0.54 0.51 0.48 0.47 0.46 0.45 0.45
Cuculus canorus,BN04049,Coucou gris,Common Cuckoo,1,0.892,0.541,summer,0.02 0.01 0.02 0.02 0.02 0.04 0.06 0.10 0.17 0.37 0.64 0.83 0.88 0.88 0.88 0.88 0.88 0.88 0.89 0.89 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.88 0.87 0.86 0.85 0.80 0.67 0.45 0.24 0.12 0.09 0.07 0.04 0.03 0.02 0.01 0.02
Circaetus gallicus,BN03228,Circaète Jean-le-Blanc,Short-toed Snake Eagle,1,0.849,0.538,summer,0.09 0.09 0.10 0.11 0.14 0.16 0.19 0.23 0.32 0.40 0.48 0.62 0.75 0.80 0.83 0.85 0.85 0.85 0.84 0.84 0.84 0.84 0.83 0.82 0.82 0.82 0.83 0.83 0.83 0.83 0.83 0.83 0.81 0.79 0.76 0.73 0.65 0.56 0.46 0.40 0.30 0.21 0.17 0.14 0.10 0.09 0.08 0.09
Luscinia megarhynchos,BN08172,Rossignol philomèle,Common Nightingale,1,0.994,0.531,summer,0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.05 0.13 0.33 0.62 0.80 0.87 0.90 0.90 0.91 0.90 0.90 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.89 0.89 0.90 0.95 0.99 0.99 0.92 0.90 0.89 0.85 0.75 0.54 0.33 0.14 0.05 0.02 0.01 0.00 0.00 0.00 0.00 0.00
Lymnocryptes minimus,BN08197,Bécassine sourde,Jack Snipe,1,0.83,0.53,winter,0.80 0.81 0.81 0.80 0.80 0.80 0.79 0.80 0.80 0.80 0.79 0.78 0.76 0.73 0.67 0.57 0.36 0.22 0.12 0.08 0.05 0.03 0.03 0.03 0.03 0.03 0.04 0.06 0.07 0.08 0.10 0.15 0.27 0.45 0.59 0.67 0.73 0.77 0.79 0.83 0.83 0.83 0.82 0.82 0.82 0.82 0.82 0.81
Gyps fulvus,BN06303,Vautour fauve,Griffon Vulture,1,0.608,0.522,resident,0.47 0.46 0.46 0.45 0.45 0.45 0.46 0.45 0.46 0.47 0.49 0.51 0.53 0.55 0.57 0.59 0.60 0.61 0.60 0.58 0.56 0.55 0.55 0.54 0.54 0.53 0.53 0.54 0.55 0.55 0.56 0.56 0.56 0.55 0.56 0.56 0.56 0.55 0.54 0.53 0.52 0.51 0.50 0.49 0.48 0.47 0.47 0.46
Chlidonias niger,BN02879,Guifette noire,Black Tern,1,0.983,0.521,summer,0.03 0.03 0.03 0.02 0.02 0.02 0.03 0.03 0.05 0.07 0.12 0.26 0.61 0.80 0.92 0.97 0.98 0.98 0.97 0.90 0.88 0.86 0.85 0.84 0.85 0.86 0.90 0.91 0.93 0.95 0.97 0.97 0.95 0.94 0.90 0.82 0.69 0.60 0.50 0.36 0.19 0.12 0.09 0.06 0.06 0.04 0.04 0.03
Anser albifrons,BN00820,Oie rieuse,Greater White-fronted Goose,1,0.801,0.521,mixed,0.79 0.79 0.79 0.78 0.77 0.77 0.76 0.75 0.73 0.71 0.69 0.67 0.63 0.57 0.50 0.41 0.36 0.30 0.25 0.22 0.20 0.18 0.16 0.15 0.15 0.15 0.15 0.16 0.17 0.17 0.19 0.24 0.33 0.40 0.47 0.55 0.61 0.64 0.68 0.72 0.76 0.79 0.80 0.79 0.79 0.80 0.79 0.79
Haliaeetus albicilla,BN06365,Pygargue à queue blanche,White-tailed Eagle,1,0.643,0.52,resident,0.63 0.64 0.63 0.62 0.62 0.61 0.60 0.59 0.58 0.57 0.56 0.53 0.51 0.50 0.48 0.46 0.45 0.45 0.45 0.44 0.43 0.41 0.40 0.40 0.39 0.39 0.39 0.39 0.40 0.42 0.42 0.43 0.45 0.45 0.47 0.50 0.55 0.56 0.58 0.59 0.61 0.62 0.63 0.63 0.63 0.63 0.63 0.63
Rissa tridactyla,BN13386,Mouette tridactyle,Black-legged Kittiwake,1,0.747,0.517,mixed,0.71 0.71 0.70 0.69 0.66 0.63 0.60 0.57 0.53 0.48 0.46 0.47 0.46 0.45 0.45 0.44 0.44 0.44 0.43 0.41 0.39 0.37 0.35 0.36 0.35 0.35 0.36 0.35 0.36 0.37 0.38 0.40 0.40 0.42 0.43 0.45 0.48 0.52 0.59 0.65 0.70 0.73 0.75 0.71 0.72 0.72 0.71 0.71
Morus bassanus,BN09118,Fou de Bassan,Northern Gannet,1,0.619,0.514,resident,0.58 0.58 0.58 0.57 0.54 0.52 0.51 0.52 0.52 0.51 0.52 0.53 0.52 0.52 0.51 0.50 0.50 0.50 0.49 0.48 0.47 0.46 0.44 0.44 0.43 0.44 0.44 0.43 0.44 0.45 0.45 0.46 0.47 0.48 0.48 0.50 0.52 0.53 0.56 0.58 0.60 0.62 0.62 0.59 0.58 0.58 0.56 0.57
Melanitta nigra,BN08589,Macreuse noire,Common Scoter,1,0.717,0.508,mixed,0.69 0.70 0.67 0.66 0.64 0.62 0.59 0.56 0.54 0.52 0.49 0.47 0.50 0.48 0.47 0.43 0.39 0.37 0.32 0.30 0.33 0.34 0.34 0.34 0.35 0.36 0.37 0.37 0.38 0.39 0.42 0.42 0.43 0.44 0.42 0.44 0.47 0.50 0.59 0.65 0.67 0.68 0.71 0.69 0.71 0.72 0.71 0.70
Gulosus aristotelis,BN06255,Cormoran huppé,European Shag,1,0.631,0.508,resident,0.60 0.60 0.59 0.59 0.58 0.56 0.54 0.52 0.50 0.48 0.46 0.44 0.42 0.42 0.41 0.40 0.41 0.42 0.40 0.40 0.41 0.42 0.45 0.45 0.48 0.48 0.49 0.48 0.49 0.49 0.49 0.51 0.52 0.52 0.52 0.48 0.49 0.49 0.52 0.59 0.62 0.62 0.63 0.61 0.61 0.61 0.60 0.60
Somateria mollissima,BN14015,Eider à duvet,Common Eider,1,0.705,0.505,resident,0.69 0.70 0.69 0.69 0.68 0.66 0.63 0.62 0.60 0.58 0.55 0.52 0.48 0.46 0.45 0.44 0.43 0.42 0.41 0.40 0.40 0.38 0.38 0.41 0.36 0.34 0.34 0.33 0.32 0.32 0.32 0.32 0.32 0.32 0.33 0.36 0.43 0.49 0.56 0.62 0.66 0.69 0.70 0.69 0.69 0.69 0.69 0.69
Hieraaetus pennatus,BN06627,Aigle botté,Booted Eagle,1,0.757,0.503,mixed,0.20 0.19 0.19 0.19 0.20 0.21 0.23 0.26 0.30 0.35 0.41 0.49 0.57 0.62 0.67 0.70 0.73 0.74 0.74 0.72 0.68 0.68 0.67 0.66 0.66 0.67 0.68 0.68 0.69 0.71 0.73 0.75 0.76 0.75 0.74 0.71 0.65 0.60 0.53 0.45 0.35 0.30 0.28 0.24 0.22 0.21 0.20 0.20
Limosa lapponica,BN07913,Barge rousse,Bar-tailed Godwit,1,0.69,0.501,resident,0.47 0.46 0.45 0.45 0.44 0.43 0.43 0.43 0.44 0.45 0.47 0.49 0.51 0.52 0.54 0.53 0.53 0.51 0.47 0.41 0.37 0.35 0.35 0.35 0.36 0.38 0.42 0.46 0.53 0.59 0.65 0.69 0.66 0.66 0.63 0.64 0.62 0.61 0.60 0.59 0.57 0.55 0.53 0.51 0.50 0.48 0.48 0.48
Leptophyes punctatissima,BN07783,Leptophye ponctuée,Speckled Bush-cricket,0,0.798,0.497,summer,0.20 0.13 0.09 0.08 0.06 0.05 0.05 0.04 0.05 0.06 0.08 0.11 0.15 0.22 0.36 0.56 0.66 0.71 0.75 0.77 0.78 0.78 0.78 0.79 0.80 0.80 0.80 0.80 0.79 0.79 0.79 0.78 0.77 0.77 0.76 0.76 0.76 0.75 0.72 0.68 0.62 0.56 0.50 0.42 0.37 0.30 0.26 0.21
Curruca curruca,BN04076,Fauvette babillarde,Lesser Whitethroat,1,0.885,0.496,summer,0.08 0.07 0.07 0.07 0.07 0.07 0.07 0.08 0.09 0.13 0.23 0.58 0.75 0.83 0.85 0.86 0.88 0.86 0.85 0.81 0.79 0.78 0.77 0.77 0.76 0.77 0.77 0.77 0.78 0.81 0.85 0.87 0.80 0.77 0.75 0.71 0.68 0.61 0.49 0.33 0.20 0.14 0.12 0.09 0.09 0.08 0.08 0.08
Pyrrhocorax pyrrhocorax,BN12895,Crave à bec rouge,Red-billed Chough,1,0.577,0.496,resident,0.57 0.57 0.58 0.57 0.57 0.57 0.57 0.56 0.55 0.54 0.54 0.52 0.51 0.49 0.48 0.47 0.48 0.48 0.48 0.45 0.43 0.42 0.42 0.41 0.40 0.39 0.39 0.39 0.39 0.40 0.41 0.42 0.44 0.44 0.46 0.47 0.50 0.51 0.53 0.54 0.55 0.55 0.56 0.56 0.56 0.56 0.56 0.57
Tachymarptis melba,BN14604,Martinet à ventre blanc,Alpine Swift,1,0.884,0.495,summer,0.03 0.03 0.04 0.04 0.06 0.07 0.11 0.17 0.26 0.33 0.42 0.54 0.70 0.81 0.85 0.88 0.88 0.87 0.86 0.84 0.82 0.82 0.82 0.80 0.80 0.80 0.80 0.82 0.83 0.84 0.84 0.87 0.82 0.77 0.73 0.64 0.55 0.47 0.38 0.28 0.15 0.10 0.07 0.04 0.03 0.03 0.03 0.03
Gavia stellata,BN05887,Plongeon catmarin,Red-throated Loon,1,0.794,0.493,mixed,0.78 0.79 0.76 0.75 0.75 0.71 0.70 0.69 0.67 0.65 0.62 0.57 0.55 0.49 0.47 0.42 0.39 0.33 0.29 0.25 0.23 0.21 0.20 0.22 0.19 0.18 0.19 0.19 0.20 0.20 0.20 0.21 0.23 0.24 0.27 0.32 0.41 0.51 0.65 0.74 0.77 0.79 0.79 0.78 0.78 0.78 0.78 0.78
Lanius collurio,BN07506,Pie-grièche écorcheur,Red-backed Shrike,1,0.95,0.491,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.03 0.10 0.35 0.63 0.75 0.83 0.90 0.90 0.95 0.92 0.90 0.89 0.89 0.89 0.88 0.88 0.89 0.89 0.88 0.89 0.89 0.89 0.89 0.88 0.88 0.88 0.88 0.79 0.63 0.41 0.17 0.06 0.03 0.01 0.01 0.00 0.00 0.00
Podiceps grisegena,BN11814,Grèbe jougris,Red-necked Grebe,1,0.67,0.49,mixed,0.66 0.66 0.66 0.65 0.65 0.65 0.64 0.64 0.63 0.62 0.62 0.61 0.58 0.55 0.53 0.50 0.44 0.38 0.31 0.26 0.24 0.22 0.21 0.20 0.19 0.19 0.20 0.22 0.23 0.25 0.27 0.32 0.39 0.43 0.46 0.51 0.55 0.59 0.61 0.63 0.65 0.66 0.67 0.67 0.67 0.67 0.67 0.66
Circus pygargus,BN03247,Busard cendré,Montagu's Harrier,1,0.861,0.484,summer,0.01 0.01 0.01 0.01 0.01 0.02 0.03 0.06 0.12 0.18 0.37 0.65 0.75 0.81 0.84 0.85 0.86 0.85 0.84 0.83 0.81 0.81 0.80 0.79 0.79 0.79 0.80 0.82 0.82 0.83 0.85 0.86 0.86 0.86 0.84 0.82 0.79 0.55 0.29 0.14 0.06 0.04 0.03 0.02 0.02 0.01 0.01 0.01
Bufo spinosus,BN01975,Crapaud épineux,Spiny Toad,0,0.533,0.481,resident,0.42 0.42 0.42 0.42 0.42 0.43 0.44 0.45 0.46 0.47 0.49 0.49 0.48 0.48 0.48 0.49 0.49 0.49 0.49 0.49 0.48 0.49 0.49 0.49 0.50 0.50 0.50 0.51 0.52 0.52 0.52 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.53 0.51 0.50 0.48 0.46 0.45 0.44 0.43 0.43 0.42
Gavia arctica,BN05884,Plongeon arctique,Black-throated Loon,1,0.791,0.47,winter,0.77 0.77 0.76 0.76 0.75 0.73 0.72 0.69 0.68 0.66 0.65 0.62 0.58 0.56 0.50 0.46 0.39 0.35 0.28 0.23 0.20 0.18 0.15 0.14 0.11 0.10 0.10 0.10 0.10 0.11 0.12 0.14 0.16 0.18 0.21 0.25 0.33 0.46 0.60 0.69 0.76 0.78 0.79 0.77 0.77 0.78 0.77 0.77
Phylloscopus sibilatrix,BN11381,Pouillot siffleur,Wood Warbler,1,0.909,0.47,summer,0.00 0.00 0.00 0.00 0.00 0.00 0.01 0.01 0.02 0.07 0.23 0.61 0.82 0.87 0.88 0.88 0.88 0.88 0.88 0.87 0.80 0.77 0.75 0.73 0.73 0.74 0.75 0.77 0.80 0.85 0.89 0.91 0.88 0.87 0.85 0.82 0.73 0.51 0.31 0.16 0.05 0.01 0.01 0.00 0.00 0.00 0.00 0.00
Locustella naevia,BN08011,Locustelle tachetée,Common Grasshopper Warbler,1,0.869,0.468,summer,0.02 0.02 0.02 0.02 0.02 0.03 0.04 0.07 0.10 0.15 0.30 0.56 0.74 0.81 0.86 0.87 0.87 0.86 0.84 0.81 0.81 0.79 0.78 0.78 0.77 0.78 0.78 0.79 0.80 0.80 0.81 0.82 0.80 0.79 0.77 0.72 0.60 0.44 0.31 0.20 0.11 0.07 0.05 0.03 0.02 0.02 0.02 0.02
Alytes obstetricans,BN00478,Alyte accoucheur,Common Midwife Toad,0,0.652,0.466,mixed,0.23 0.24 0.25 0.26 0.29 0.33 0.37 0.41 0.45 0.50 0.57 0.60 0.62 0.63 0.63 0.64 0.65 0.64 0.63 0.62 0.62 0.62 0.62 0.62 0.62 0.61 0.61 0.60 0.60 0.59 0.58 0.56 0.53 0.50 0.48 0.47 0.44 0.41 0.39 0.37 0.32 0.28 0.26 0.24 0.23 0.23 0.22 0.23
